-4.996234594046838895e-01,9.799674213976589110e-01,4.967141530112326869e-03
-4.990594861667010385e-01,9.736191030317947748e-01,1.382643011711846576e-03
-4.989614047273270847e-01,9.814790145800351695e-01,6.476885381006924729e-03
-4.983774137380116986e-01,9.902354952956391454e-01,1.523029856408025448e-02
-4.975973913837071771e-01,9.726698599010994428e-01,2.341533747233359632e-03
-4.975531455927583169e-01,9.726704475542020667e-01,2.341369569491805538e-03
-4.955499672583741910e-01,9.908312071131621934e-01,1.579212815507391454e-02
-4.925986034857411378e-01,9.827824020718430864e-01,7.674347291529087962e-03
-4.912570024653472034e-01,9.704559909471326407e-01,4.694743859349521584e-03
-4.859892285368541121e-01,9.808120845682620770e-01,5.425600435859647026e-03
-4.857866981044367538e-01,9.707635315465372727e-01,4.634176928124622563e-03
-4.843297214779869186e-01,9.708258495180384084e-01,4.657297535702568589e-03
-4.841263501128357793e-01,9.779153499872544897e-01,2.419622715660341063e-03
-4.830831557944343935e-01,9.564299692960265276e-01,1.913280244657798029e-02
-4.809786338494093094e-01,9.584616166972995677e-01,1.724917832513032934e-02
-4.809288417700710028e-01,9.700916280345706078e-01,5.622875292409726909e-03
-4.806053002768717608e-01,9.656105196808930646e-01,1.012831120334423823e-02
-4.803786564552455784e-01,9.788985847798951090e-01,3.142473325952738986e-03
-4.802367981961465082e-01,9.666867868264023000e-01,9.080240755212109702e-03
-4.774078817309437284e-01,9.618777108770452111e-01,1.412303701335291574e-02
-4.758773351610274815e-01,9.907963493085898410e-01,1.465648768921554157e-02
-4.750377372900440598e-01,9.739621632044304089e-01,2.257763004865356686e-03
-4.749943055405437820e-01,9.768994220216422608e-01,6.752820468792383691e-04
-4.747969332791839303e-01,9.619958964513291022e-01,1.424748186213456794e-02
-4.722557828814404335e-01,9.710602532719321278e-01,5.443827245251826701e-03
-4.688357603639905502e-01,9.780019405840127966e-01,1.109225897098660906e-03
-4.671634937149573563e-01,9.655883887063306803e-01,1.150993577422302835e-02
-4.638687544478191649e-01,9.812899026273319558e-01,3.756980183456719476e-03
-4.637822323620850451e-01,9.715384706826405425e-01,6.006386899188050250e-03
-4.637544099896273586e-01,9.746317636335981582e-01,2.916937497932768023e-03
-4.624049889038003291e-01,9.717213376346178766e-01,6.017066122293968956e-03
-4.588074853692113431e-01,9.967980518847329163e-01,1.852278184508937900e-02
-4.587933725256589934e-01,9.781424920567266534e-01,1.349722473793392029e-04
-4.587652188664284036e-01,9.677047343854576766e-01,1.057710928955900298e-02
-4.563004399574062120e-01,9.869011696884297802e-01,8.225449121031890368e-03
-4.562782316286863038e-01,9.664709265742047473e-01,1.220843649971022245e-02
-4.500398824767017913e-01,9.818558490054036803e-01,2.088635950047554226e-03
-4.493783362526229119e-01,9.602932851901195832e-01,1.959670123879775697e-02
-4.486339004454950041e-01,9.667479438956723126e-01,1.328186048898430567e-02
-4.483569246050687074e-01,9.820508843472908200e-01,1.968612358691235360e-03
-4.479273817142344072e-01,9.875487832405959177e-01,7.384665799954104153e-03
-4.474637970937352938e-01,9.819667804316508652e-01,1.713682811899705028e-03
-4.467766894224288743e-01,9.792297297087547703e-01,1.156482823882405350e-03
-4.467238273026531425e-01,9.773854773780976668e-01,3.011036955892887768e-03
-4.457170610035922076e-01,9.658091396245188642e-01,1.478521990367427479e-02
